code,question,ans1,pts1,ans2,pts2,ans3,pts3,ans4,pts4,ans5,pts5
F12B,"Face à une situation aérologique compliquée, je ne sais pas si les conditions sont adaptées à mon niveau, j'hésite à décoller, que faire ?",Se mettre en l'air pour tâter la masse d'air,-6,Quand j'ai un doute je préfère renoncer,3,Demander l'avis d'un moniteur ou d'une personne de confiance,3,Se fier aux pilotes que j'observe en l'air,0,,
F13BM,Quelles sont les principales causes d'accidents en parapente liée à l'erreur humaine ?,Mauvaise estimation de la météo,2,Erreur de jugement en vol,2,Mauvais choix de site de décollage,2,Problèmes techniques de l'équipement,-6,,
F14BM,Quels facteurs humains peuvent être influents sur la prise de décision avant le vol ?,L'état de fatigue,2,La confiance en soi,2,L'excitation du moment,2,,,,
F15VBM,Comment la gestion du stress affecte-t-elle la performance en parapente ?,Elle n'a aucun effet,-6,Elle améliore la concentration,-6,Elle peut conduire à des décisions hâtives,6,Elle augmente la confiance en soi,-6,,
F16VBM,Quel aspect de la préparation mentale est crucial avant un vol en parapente ?,La méditation,0,La visualisation du vol,6,L'ignorance des risques,-6,La sur-confiance,-6,,
F17BM,Comment l'expérience peut-elle influencer les facteurs humains en parapente ?,En réduisant la prise de risque,2,En réduisant l'inconnu,2,En améliorant la gestion de la peur,2,En éliminant toutes les erreurs humaines,-6,,
F18VBM,Quelle est la meilleure méthode pour gérer la fatigue lors de vols successifs ?,Ignorer la fatigue,-6,Prendre des pauses régulières,6,Consommer des stimulants,-6,Voler plus rapidement,-6,,
F19BM,Lequel de ces facteurs humains peut mener à une mauvaise évaluation des conditions météorologiques ?,L'optimisme excessif,6,Le pessimisme,0,La concentration sur la technique,-6,L'analyse météorologique rigoureuse,-6,,
F20VBM,Quelle attitude mentale est la plus dangereuse pour un parapentiste ?,L'auto-critique,-6,Le déni des risques,6,La prudence excessive,-6,La curiosité scientifique,-6,,
F21VBM,"En situation d'urgence, quel comportement humain est souvent observé et peut aggraver la situation ?",La panique,3,Le calme absolu,-6,l'indifférence,3,l'humour,-6,,
F22VBM,Quel facteur humain peut affecter la prise de décision d'un pilote de parapente ?,Stress,3,Température extérieure,-3,Expérience de vol,3,Couleur de l'aile,-3,,
F23VBM,Quels sont les effets de la fatigue sur un pilote de parapente ?,Réduction de la vigilance,3,Amélioration de la concentration,-3,Augmentation de la réactivité,-3,Diminution de la prise de décision,3,,
F24BM,Quelles compétences sont essentielles pour un pilote de parapente ?,Compétences en pilotage,3,Connaissances théoriques,3,Capacité à naviguer sans GPS,-3,Capacité à réparer son équipement,-3,,
F24BM,Quels éléments peuvent influencer l'état émotionnel d'un pilote de parapente ?,Conditions météorologiques,2,Problème familial,2,Préparation mentale (Mentalisation),2,Niveau de carburant dans le véhicule,-6,,
F25VBM,Quels éléments peuvent contribuer à la gestion du stress pour un pilote de parapente ?,Techniques de respiration,3,Boire du café avant le vol,-3,Mentalisation,3,Écouter de la musique pendant le vol,-6,,
F26VBM,Quels facteurs peuvent diminuer la performance d'un pilote de parapente ?,Manque de sommeil,3,Connaissance approfondie des règles de vol,-3,Consommation d'alcool avant le vol,3,Entraînement régulier,-3,,
F27VBM,Quels sont les avantages d'un débriefing après le vol ?,Identification des erreurs et des améliorations potentielles,2,Augmentation de l'anxiété du pilote,-6,Partage des expériences avec d'autres pilotes,2,Renforcement des bonnes pratiques de sécurité,2,,
F28V,Quels sont les avantages d'un débriefing après le vol ?,Difficulté à se concentrer,2,Réactions rapides et précises,-6,Prise de décisions impulsives,2,,,,
F29V,"Sur le site école, je m'apprête à effectuer mon premier vol en autonomie complète :",je me fie uniquement à mon intuition et ma connaissance de base,-6,avant le vol je me renseigne sur les conditions météorologiques et sa faisabilité auprès de la structure école,2,j'ai mentalisé les différentes phases du vol et répété les 3 temps du décollage,2,mon niveau de concentration me permettra une check liste complète,2,,
F30V,"Sans avoir approfondi le bulletin météo du jour, j'arrive au décollage d'un site habituel :","je constate un léger vent de face, je me prépare rapidement et je décolle dans la foulée",-4,je m'octroie un temps d'observation des conditions et une lecture du ciel,4,j'essaie de confronter mon analyse auprès d'autres pilotes,2,"mon état de fatigue est toutefois moyen, j'y vais quand même",-2,,
F31BM,"En vol, juste après une configuration extrême et/ou violente, j'essaie de me remobiliser en :",adaptant une respiration en cohérence cardiaque,3,lâchant les commandes afin de détendre les bras/épaules,-6,verbalisant la suite du pilotage à haute voix,2,m'hydratant légèrement,1,,
F32V,"Je suis sur mon second stage encadré, mon moniteur me donne le feu vert pour décoller, c'est mon troisième plouf et je suis un peu fatigué et moins concentré :","je fais totalement confiance à mon moniteur, c'est lui le pro et il ne peut rien m'arriver",0,j'en parle à mon moniteur pour avoir son avis et prendre une décision réfléchie,6,"je prends sur moi, je ne veux ni retarder le groupe ni passer pour un peureux",-6,"j'essaye de passer le dernier du groupe pour refaire un point avec moi-même à ce moment-là, et voir si je décolle ou pas",0,,
F33B,Je suis sur une petite transition vers mon atterrissage habituel mais aujourd'hui je suis particulièrement bas et une forêt se situe entre moi et l'atterrissage :,"je force le passage, ça m'étonnerait que ça ne passe pas",-6,je vois une toute petite clairière accidentée plus loin pour aller me poser,-6,je fais demi-tour pour essayer de me reposer quoi qu'il arrive au décollage,-6,je choisis un terrain de secours adapté déjà reconnu en stage,6,,
F34M,"Après une montée de 1000 m de dénivelé positif, je me retrouve au décollage avec une belle mer du nuage, un pilote vient de décoller et disparaît rapidement dans la couche :",je me prépare rapidement pour essayer de le suivre en espérant que ça soit bon,-6,je temporise car j'avais déjà prévu de renoncer dès le début de ma randonnée si cela ne le faisait pas,3,"j'ai mes instruments de vol avec ma carte, je tente le coup",-6,je vais me faire une ferme auberge et appeler un ami pour venir me chercher,3,,
F35M,"Vous avez planifié un vol de distance, quels éléments devez-vous prendre en compte dans votre préparation ?",Avoir de l'eau pour s'hydrater,2,Avoir un casse-croute équilibré pour gérer sa glycémie,2,Avoir un pénilex pour uriner,0,"Avoir un moyen à portée de main pour contacter les secours en cas de problème (radio, téléphone)",2,,
F36M,"Vous volez en groupe sur un cross. Vous êtes légèrement en retard, vos amis on fait le plafond et viennent de partir sur une longue transition compliquée sans vache possible. Que faites-vous ?",Vous partez directement en transition pour les suivre par le bas et ne pas prendre de retard. Ça devrait le faire !,-6,"Vous jouez la sécurité et faites le plafond avant la transition, quitte à vous faire distancer",2,Vous restez positif et profitez de votre vol. Ce n'est pas grave d'avoir du retard,2,Vous vous reconcentrez sur votre pilotage et vos sensations pour optimiser votre ascension,2,,
F37M,"Les conditions du jours sont exceptionnelles pour faire un beau vol de distance, comment allez-vous fixer votre parcours de la journée ?",En fonction du potentiel de vol du jour. Les kilomètres parcourus sont la priorité !,-6,En écoutant votre niveau de fatigue physique et mentale du jour,3,En me basant sur ce que vont faire les meilleurs pilotes locaux,-6,En fonction du temps à votre disposition,3,,
F38BM,J'ai conduit jusque tard dans la nuit pour rejoindre le site de vol. Les conditions sont annoncées fumantes :,je décolle dans l'idée de faire un triangle > 100 km,-6,je me contente d'un vol découverte du site,3,je propose aux copains de leur faire la navette,3,je décolle pour un cross mais suis très attentif à mon état de fatigue,0,,
P2BM,Un parc national a pour objectifs :,la protection d'un milieu naturel,2,la sensibilisation à l'environnement,2,le développement d'une activité touristique respectueuse de l'environnement,2,l'interdiction des activités humaines dans son périmètre,-6,,
P4BM,"Dans un parc national, on trouve les zones suivantes :",une zone coeur à statut de protection fort,2,une ou des réserves intégrales,2,une aire d'adhésion,2,une seule zone avec le même statut sur toute la surface du parc,-6,,
P6BM,La pratique du vol libre au sein d'un parc national :,est interdite,-6,fait l'objet de réglementations et de recommandations qui varient d'un parc à l'autre,3,implique généralement des hauteurs minimums de survol du coeur du parc et des réserves,3,,,,
P8BM,Au sein d'une réserve naturelle :,je ne peux jamais décoller,-6,je peux parfois décoller à certains endroits dans le cadre de dérogations,6,je peux toujours décoller,-6,,,,
P10BM,Les Arrêtés Préfectoraux de Protection de Biotope (APPB) et les Arrêtés Préfectoraux de Protection des Habitats Naturels (APPHN) :,ne concernent jamais le vol libre,-6,peuvent concerner le vol libre,3,ont pour objectif de protéger la faune et/ou la flore d'un site,3,,,,
P12BM,L'acronyme ZSM signifie :,Zone Super Malsaine,-6,Zone Sans Montagne,-6,Zone de Sensibilité Mineure,-6,Zone de Sensibilité Majeure,6,,
P14BM,Le vol au sein d'une bulle de quiétude :,n'est jamais puni par la loi,-6,"n'est pas en soi puni par la loi, mais peut constituer une infraction dans le cas du dérangement d'une espèce protégée",6,,,,,,
P16BM,Les bulles de quiétude :,sont mises en place pour protéger la zone de reproduction de rapaces,6,sont mises en place pour protéger la tranquillité des riverains,-6,,,,,,
P18BM,La distance moyenne à laquelle on mesure un dérangement des espèces sauvages par les libéristes est de :,50 m,-6,100 m,-6,300 m,6,1000 m,-6,,
P20BM,"Pour identifier à quelle espèce appartient un rapace en vol, on observe surtout :","son comportement en vol, la forme de ses ailes et de sa queue, son envergure",6,sa couleur et son cri,-6,la taille de son bec et de ses serres,-6,,,,
P22BM,La présence de rapaces en vol battu :,indique la présence d'ascendances thermiques,-6,présage de conditions peu favorables à la prise d'altitude en vol libre,6,ne donne pas d'informations utiles pour le vol libre,-6,,,,
P24BM,"En vol, je rencontre un rapace qui enchaîne piqués et prises d'altitude :",il s'agit d'un vol dit « en festons »,2,il s'agit d'un vol dit « en vagues »,-6,cela peut indiquer que je suis trop proche de sa zone de reproduction : je m'éloigne,2,cela peut indiquer qu'il est en parade nuptiale : je m'éloigne,2,"c'est une forme de jeu, je peux m'approcher",-6
P26BM,Les animaux sont particulièrement sensibles au dérangement :,s'ils sont susceptibles,-6,durant toute la période de reproduction,6,uniquement pendant la période d'accouplement,-6,,,,
P28BM,La période de reproduction :,varie selon les espèces,2,se situe plutôt à la fin de l'été,-6,se situe plutôt autour du printemps,2,dure maximum 3 mois,-6,peut durer plus de 6 mois,2
P1V,Le statut de conservation d'une espèce :,définit si une espèce est menacée d'extinction,3,définit si une espèce est protégée ou non,-3,est déterminé par des ONG comme l'UICN,3,est déterminé en France par l'Etat,-3,,
P3V,"En France, les espèces menacées :",sont toutes protégées,-6,ne sont pas toutes protégées,3,peuvent pour certaines être encore chassées,3,,,,
P5V,"Parmi les espaces naturels relevant de la protection réglementaire, on trouve :",les parcs naturels régionaux,-3,les parcs naturels nationaux,3,les réserves naturelles,3,les sites Natura 2000,-3,,
P7V,Le non respect des restrictions de survol d'une zone réglementaire :,peut constituer une contravention,6,n'a pas de conséquences légales,-6,,,,,,
